Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ValueSet-ObservationUnitsChildren.json	558	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	32	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-klgateway-children-headcircum.json	6026	5	0	0	0	0	0	96	0	91	0	0	0	0	0	0	0	0	0	0	330	605	0	0	0	6	0	0
fsh-generated/resources/Observation-RikkeFeedingObservation.json	722	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	0	0
fsh-generated/resources/Observation-RikkeIndicatorSK.json	840	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0
fsh-generated/resources/Observation-RikkeHeadCircum.json	942	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IndicatorResultsChildren.json	641	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	27	0	0	0	1	0	0
fsh-generated/resources/Patient-Lars.json	461	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-klgateway-children-tobacco-observation.json	5552	4	0	0	0	0	0	65	0	55	0	0	0	0	0	0	0	1	0	0	229	324	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-klgateway-children-bodyheight.json	6784	6	0	0	0	0	0	131	1	147	0	0	0	0	0	0	0	0	0	0	362	523	0	0	0	7	0	1
fsh-generated/resources/Observation-RikkeBodyWeight.json	889	1	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	12	18	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ObservationSCTChildren.json	802	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	27	0	0	0	0	0	0
fsh-generated/resources/Observation-RikkeFeedingObservation2.json	667	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	6	0	0	0	0	0	0
fsh-generated/resources/Encounter-2nd1mthEncounter.json	669	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0
fsh-generated/resources/ValueSet-MentalStateResultsChildren.json	1144	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	15	34	0	0	0	0	0	0
fsh-generated/resources/ValueSet-TobaccoResultsChildren.json	645	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	63	0	0	0	1	0	0
