URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.kl.dk/prevention/ValueSet/CancellationTypes,2.0.0,active,,CancellationTypes,CancellationTypes,"Cancellation valueset, to be implemented in KL-term and FKI",,"kl.dk.fhir.term"
http://fhir.kl.dk/prevention/ValueSet/CarePlanCategories119,2.0.0,active,,CarePlanCategories119,CarePlanCategories,"The care plan categories used for §119",,"kl.dk.fhir.term"
http://fhir.kl.dk/prevention/ValueSet/DeliveryTypes119,2.0.0,active,,DeliveryTypes119,DeliveryTypes,"The delivery context types allowed in §119 prevention. Whether intervention is group based or delivered individually",,"kl.dk.fhir.term"
http://fhir.kl.dk/prevention/ValueSet/KLConditionCodes119,2.0.0,active,,KLConditionCodes119,KLConditionCodes119,"Condition codes allowed in this implementation guide.",,"kl.dk.fhir.term"
http://fhir.kl.dk/prevention/ValueSet/KLInterventionCodes119,2.0.0,active,,KLInterventionCodes119,KLInterventionCodes119,"Intervention codes allowed in this implementation guide.",,"kl.dk.fhir.term"
http://fhir.kl.dk/prevention/ValueSet/ServiceTypes119,2.0.0,active,,ServiceTypes119,ServiceTypes,"The service types allowed in §119",,"kl.dk.fhir.term"
